view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,house_age,dormitory_type,condition_type
0,1970-01-01 00:00:00.000000003,7,1520,0,1960-01-01,0,98198,47.3706,-122.31,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1310,0,1956-01-01,0,98198,47.4105,-122.295,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1310,0,1956-01-01,0,98198,47.4105,-122.295,new_house,house,regular
0,1970-01-01 00:00:00.000000003,12,3930,0,1999-01-01,0,98005,47.6399,-122.158,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,990,0,1967-01-01,0,98034,47.7274,-122.202,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1040,1040,1955-01-01,0,98178,47.4866,-122.232,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,960,0,1942-01-01,0,98117,47.6946,-122.362,new_house,apartament,regular
3,1970-01-01 00:00:00.000000003,10,4070,0,2004-01-01,0,98040,47.59,-122.229,new_house,house,regular
0,1970-01-01 00:00:00.000000003,9,2750,0,1989-01-01,0,98075,47.5843,-122.06,new_house,house,regular
2,1970-01-01 00:00:00.000000003,8,1880,1350,1965-01-01,0,98166,47.4393,-122.347,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,890,0,1996-01-01,0,98019,47.7216,-121.883,new_house,studio,regular
0,1970-01-01 00:00:00.000000003,6,990,0,1931-01-01,0,98117,47.6939,-122.368,new_house,apartament,regular
0,1970-01-01 00:00:00.000000004,7,1290,0,1919-01-01,0,98117,47.6879,-122.392,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,2170,0,1989-01-01,0,98115,47.6999,-122.305,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,960,370,1963-01-01,0,98034,47.7204,-122.196,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1340,0,1955-01-01,0,98006,47.5771,-122.151,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,2200,0,2000-01-01,0,98065,47.5319,-121.867,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1260,1260,1979-01-01,0,98023,47.3224,-122.343,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1180,0,1950-01-01,0,98125,47.7165,-122.308,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,1330,1330,1951-01-01,0,98117,47.6993,-122.378,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1250,0,1965-01-01,0,98008,47.6285,-122.118,new_house,house,regular
0,1970-01-01 00:00:00.000000004,10,2270,0,1988-01-01,0,98029,47.5622,-122.022,new_house,house,regular
2,1970-01-01 00:00:00.000000004,7,1080,0,1942-01-01,1968,98118,47.5128,-122.251,new_house,apartament,regular
0,1970-01-01 00:00:00.000000004,8,1620,0,1926-01-01,0,98119,47.643,-122.361,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,880,60,1941-01-01,0,98117,47.6771,-122.398,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1620,0,1967-01-01,0,98042,47.3665,-122.107,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,2350,0,1987-01-01,0,98006,47.5478,-122.153,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,2090,0,1967-01-01,0,98034,47.7326,-122.194,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1760,0,1984-01-01,0,98065,47.5124,-121.866,new_house,house,regular
3,1970-01-01 00:00:00.000000003,8,1450,600,1974-01-01,0,98155,47.7431,-122.286,new_house,house,regular
0,1970-01-01 00:00:00.000000003,5,600,0,1933-01-01,0,98146,47.5065,-122.339,new_house,apartament,regular
0,1970-01-01 00:00:00.000000005,8,1320,1220,1942-01-01,0,98118,47.5259,-122.261,new_house,apartament,good
0,1970-01-01 00:00:00.000000003,8,2090,0,1970-01-01,0,98033,47.6715,-122.164,new_house,house,regular
2,1970-01-01 00:00:00.000000003,9,2070,630,1926-01-01,2014,98144,47.5959,-122.291,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,1090,320,2008-01-01,0,98126,47.5659,-122.37,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,8,1170,0,2008-01-01,0,98133,47.7041,-122.351,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,9,2540,0,2002-01-01,0,98092,47.3314,-122.18,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,2190,0,1920-01-01,0,98002,47.3063,-122.223,new_house,house,regular
1,1970-01-01 00:00:00.000000003,9,2870,1020,1984-01-01,0,98125,47.7246,-122.284,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1100,930,1967-01-01,0,98115,47.6955,-122.301,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,1350,0,1944-01-01,0,98125,47.7318,-122.305,new_house,house,good
0,1970-01-01 00:00:00.000000003,8,1310,630,1915-01-01,0,98112,47.6205,-122.291,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1000,260,1940-01-01,0,98117,47.6898,-122.384,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,7,1400,1400,1954-01-01,0,98125,47.7055,-122.315,new_house,house,regular
2,1970-01-01 00:00:00.000000004,9,2230,850,1968-01-01,0,98033,47.6651,-122.19,new_house,house,regular
0,1970-01-01 00:00:00.000000005,6,840,0,1969-01-01,0,98042,47.3637,-122.083,new_house,house,good
0,1970-01-01 00:00:00.000000005,6,860,0,1903-01-01,0,98118,47.5496,-122.279,new_house,apartament,good
0,1970-01-01 00:00:00.000000003,6,1200,1200,1932-01-01,2005,98028,47.7705,-122.269,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1640,0,1963-01-01,0,98155,47.7471,-122.324,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,1060,0,1951-01-01,0,98125,47.7317,-122.296,new_house,apartament,regular
0,1970-01-01 00:00:00.000000005,7,1080,1000,1923-01-01,0,98117,47.6896,-122.362,new_house,apartament,good
0,1970-01-01 00:00:00.000000003,7,1070,1020,1974-01-01,0,98178,47.5077,-122.268,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1240,0,1927-01-01,0,98103,47.6835,-122.347,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,2030,0,1944-01-01,0,98168,47.4806,-122.287,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,950,170,1938-01-01,0,98199,47.6496,-122.392,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,8,1270,0,1993-01-01,0,98045,47.4639,-121.744,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,2260,0,2002-01-01,0,98042,47.3488,-122.151,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1780,0,1995-01-01,0,98045,47.4723,-121.707,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,980,800,1922-01-01,0,98119,47.6474,-122.362,new_house,apartament,regular
2,1970-01-01 00:00:00.000000004,11,4080,0,1983-01-01,0,98004,47.6344,-122.214,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,1360,760,1979-01-01,0,98001,47.341,-122.265,new_house,house,good
0,1970-01-01 00:00:00.000000003,9,2060,0,1989-01-01,0,98023,47.3045,-122.351,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1670,0,1947-01-01,0,98125,47.7152,-122.282,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,6,1080,0,1942-01-01,0,98106,47.5515,-122.357,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,710,500,1951-01-01,0,98126,47.5202,-122.373,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,6,990,0,1966-01-01,0,98023,47.3074,-122.371,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1120,600,1961-01-01,0,98092,47.2917,-122.188,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1530,0,1995-01-01,0,98023,47.2974,-122.372,new_house,house,regular
0,1970-01-01 00:00:00.000000003,11,5400,1150,2006-01-01,0,98058,47.4302,-122.095,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,1100,0,1942-01-01,0,98146,47.4864,-122.337,new_house,house,regular
0,1970-01-01 00:00:00.000000004,9,2020,1000,1921-01-01,0,98112,47.6467,-122.304,new_house,house,regular
0,1970-01-01 00:00:00.000000004,9,2070,1110,1925-01-01,0,98105,47.6583,-122.273,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,1130,700,1958-01-01,0,98003,47.3348,-122.324,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,1880,660,1937-01-01,0,98177,47.7176,-122.36,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,960,810,1954-01-01,0,98133,47.7703,-122.343,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1470,0,1987-01-01,0,98034,47.7315,-122.226,new_house,house,regular
0,1970-01-01 00:00:00.000000003,5,570,0,1942-01-01,0,98146,47.5098,-122.334,new_house,studio,regular
0,1970-01-01 00:00:00.000000003,6,960,0,1950-01-01,0,98146,47.5006,-122.334,new_house,house,regular
1,1970-01-01 00:00:00.000000003,9,2220,720,2011-01-01,0,98136,47.5437,-122.395,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,1000,0,1989-01-01,0,98001,47.2976,-122.271,new_house,house,regular
0,1970-01-01 00:00:00.000000005,8,1340,1110,1940-01-01,0,98199,47.6536,-122.414,new_house,house,good
0,1970-01-01 00:00:00.000000003,9,3310,0,2005-01-01,0,98052,47.6649,-122.08,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,1670,0,2001-01-01,0,98027,47.5307,-122.047,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1620,0,1990-01-01,0,98019,47.767,-121.903,new_house,house,regular
0,1970-01-01 00:00:00.000000003,10,2990,0,1951-01-01,2003,98155,47.7602,-122.278,new_house,house,regular
2,1970-01-01 00:00:00.000000003,7,1240,0,1964-01-01,0,98106,47.5659,-122.36,new_house,house,regular
0,1970-01-01 00:00:00.000000005,6,670,0,1949-01-01,0,98118,47.561,-122.275,new_house,apartament,good
2,1970-01-01 00:00:00.000000003,8,1470,0,2006-01-01,0,98133,47.7145,-122.356,new_house,0,regular
0,1970-01-01 00:00:00.000000003,6,1320,0,1909-01-01,0,98112,47.6231,-122.292,new_house,house,regular
0,1970-01-01 00:00:00.000000003,11,6110,0,2005-01-01,0,98059,47.5285,-122.135,new_house,house,regular
3,1970-01-01 00:00:00.000000004,8,1320,1120,1945-01-01,0,98199,47.6474,-122.412,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,2900,0,2013-01-01,0,98059,47.4954,-122.152,new_house,house,regular
0,1970-01-01 00:00:00.000000005,8,1480,830,1908-01-01,0,98118,47.5502,-122.268,new_house,house,good
0,1970-01-01 00:00:00.000000003,6,890,220,1937-01-01,0,98115,47.6925,-122.32,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,9,2500,1600,1981-01-01,0,98072,47.7302,-122.096,new_house,house,regular
0,1970-01-01 00:00:00.000000004,5,930,0,1910-01-01,0,98032,47.3745,-122.231,new_house,house,regular
2,1970-01-01 00:00:00.000000004,8,1620,800,1952-01-01,0,98146,47.4954,-122.366,new_house,house,regular
0,1970-01-01 00:00:00.000000005,8,1730,1140,1951-01-01,0,98112,47.6362,-122.282,new_house,house,good
0,1970-01-01 00:00:00.000000003,7,1480,0,1958-01-01,0,98146,47.505,-122.366,new_house,house,regular
2,1970-01-01 00:00:00.000000005,8,1960,0,1900-01-01,0,98122,47.6032,-122.285,new_house,house,good
0,1970-01-01 00:00:00.000000004,7,1470,0,1926-01-01,0,98199,47.6398,-122.393,new_house,house,regular
0,1970-01-01 00:00:00.000000005,8,2100,360,1910-01-01,0,98115,47.6782,-122.311,new_house,house,good
0,1970-01-01 00:00:00.000000004,7,980,980,1946-01-01,0,98125,47.7326,-122.291,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,890,270,2006-01-01,0,98133,47.7677,-122.315,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,8,1910,0,1997-01-01,0,98059,47.4956,-122.162,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,1710,1010,1913-01-01,0,98107,47.6612,-122.363,new_house,house,regular
0,1970-01-01 00:00:00.000000004,6,1020,0,1906-01-01,0,98107,47.6725,-122.396,new_house,apartament,regular
0,1970-01-01 00:00:00.000000004,7,900,0,1909-01-01,0,98117,47.6804,-122.378,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,7,1120,0,1973-01-01,0,98045,47.4418,-121.772,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,2340,0,1985-01-01,0,98038,47.4052,-122.028,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,780,630,1982-01-01,0,98023,47.2914,-122.368,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,1060,860,1919-01-01,0,98116,47.5747,-122.384,new_house,house,good
0,1970-01-01 00:00:00.000000003,6,1370,0,1918-01-01,0,98028,47.7572,-122.228,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,1590,0,2004-01-01,0,98116,47.5903,-122.388,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1850,0,1954-01-01,0,98198,47.4217,-122.333,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,830,600,1908-01-01,0,98199,47.6462,-122.384,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,1460,480,1960-01-01,0,98125,47.7027,-122.282,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1270,0,1903-01-01,0,98122,47.6135,-122.307,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1080,300,1948-01-01,0,98106,47.5292,-122.348,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1720,0,2005-01-01,0,98065,47.5426,-121.879,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,2620,1430,1970-01-01,0,98027,47.4708,-122.015,new_house,house,regular
0,1970-01-01 00:00:00.000000003,10,3360,300,1909-01-01,1995,98112,47.6283,-122.312,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1870,0,1997-01-01,0,98056,47.4915,-122.167,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,1510,720,1908-01-01,0,98103,47.682,-122.349,new_house,house,good
0,1970-01-01 00:00:00.000000003,8,1220,800,1968-01-01,2015,98199,47.6563,-122.401,new_house,house,regular
4,1970-01-01 00:00:00.000000003,12,3690,0,1989-01-01,0,98166,47.4485,-122.369,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,7,1450,0,1967-01-01,0,98115,47.6924,-122.321,new_house,apartament,regular
0,1970-01-01 00:00:00.000000004,7,1630,0,1956-01-01,0,98166,47.4521,-122.36,new_house,house,regular
1,1970-01-01 00:00:00.000000003,8,1340,500,1958-01-01,0,98177,47.7767,-122.378,new_house,house,regular
2,1970-01-01 00:00:00.000000004,8,1620,0,1949-01-01,0,98117,47.7014,-122.381,new_house,house,regular
2,1970-01-01 00:00:00.000000003,8,1340,500,1957-01-01,0,98136,47.5281,-122.388,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,7,1360,0,1971-01-01,0,98072,47.7528,-122.119,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1040,1040,1941-01-01,0,98117,47.6838,-122.386,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1560,990,1979-01-01,0,98028,47.77,-122.259,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,2550,0,1985-01-01,0,98023,47.311,-122.345,new_house,house,regular
4,1970-01-01 00:00:00.000000003,6,1160,0,1945-01-01,0,98178,47.5117,-122.248,new_house,apartament,regular
1,1970-01-01 00:00:00.000000003,7,780,980,1925-01-01,2004,98118,47.5183,-122.265,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,860,860,1906-01-01,0,98115,47.6782,-122.314,new_house,house,good
2,1970-01-01 00:00:00.000000004,8,1580,720,1960-01-01,0,98166,47.435,-122.347,new_house,house,regular
2,1970-01-01 00:00:00.000000003,8,1600,900,1956-01-01,0,98166,47.431,-122.338,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,1750,0,1968-01-01,0,98155,47.7612,-122.31,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,1890,0,1986-01-01,0,98074,47.6478,-122.061,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,1360,440,1978-01-01,0,98027,47.4688,-122.013,new_house,house,regular
0,1970-01-01 00:00:00.000000003,9,2160,0,1999-01-01,0,98029,47.5476,-122.012,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1380,0,1947-01-01,0,98133,47.7164,-122.351,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1180,0,1910-01-01,0,98119,47.6531,-122.373,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,7,2550,0,2006-01-01,0,98031,47.3986,-122.169,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1070,0,1924-01-01,0,98103,47.6631,-122.337,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,10,2250,620,1995-01-01,0,98136,47.5363,-122.385,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1940,0,1990-01-01,0,98042,47.3794,-122.113,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,870,0,1923-01-01,0,98107,47.6659,-122.369,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,7,1550,0,1996-01-01,0,98103,47.6545,-122.348,new_house,house,regular
0,1970-01-01 00:00:00.000000005,6,1400,0,1917-01-01,0,98056,47.5133,-122.196,new_house,house,good
0,1970-01-01 00:00:00.000000004,8,1210,0,1930-01-01,0,98105,47.6621,-122.288,new_house,house,regular
0,1970-01-01 00:00:00.000000003,9,3430,0,2001-01-01,0,98001,47.2609,-122.27,new_house,house,regular
0,1970-01-01 00:00:00.000000004,9,3020,0,1954-01-01,0,98112,47.6332,-122.29,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,950,0,1955-01-01,0,98166,47.4572,-122.351,new_house,apartament,regular
3,1970-01-01 00:00:00.000000003,9,1970,1400,1970-01-01,2014,98136,47.5232,-122.383,new_house,house,regular
2,1970-01-01 00:00:00.000000003,6,780,680,1946-01-01,0,98126,47.566,-122.38,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1640,100,1920-01-01,0,98117,47.6782,-122.361,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,860,860,1950-01-01,0,98116,47.5734,-122.395,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1480,0,1968-01-01,0,98055,47.4629,-122.187,new_house,house,regular
0,1970-01-01 00:00:00.000000003,9,3320,0,2000-01-01,0,98075,47.5862,-122.054,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,3490,0,1969-01-01,0,98023,47.3198,-122.386,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1160,0,2002-01-01,0,98144,47.5916,-122.293,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,8,1780,1230,1952-01-01,0,98125,47.707,-122.316,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1030,0,1967-01-01,0,98198,47.4231,-122.329,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,780,200,1939-01-01,0,98115,47.7002,-122.314,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,7,1990,0,1960-01-01,0,98178,47.4938,-122.262,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1040,750,1923-01-01,0,98112,47.6405,-122.301,new_house,apartament,regular
0,1970-01-01 00:00:00.000000001,6,810,0,1928-01-01,0,98146,47.489,-122.337,new_house,apartament,bad
0,1970-01-01 00:00:00.000000003,8,1700,1240,1977-01-01,0,98077,47.7653,-122.077,new_house,house,regular
3,1970-01-01 00:00:00.000000003,10,3859,1024,2006-01-01,0,98092,47.263,-122.216,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1010,350,1955-01-01,0,98116,47.5755,-122.396,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1370,0,1978-01-01,2006,98014,47.7002,-121.912,new_house,house,regular
0,1970-01-01 00:00:00.000000003,9,2120,0,2005-01-01,0,98052,47.6662,-122.083,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,1240,0,1942-01-01,0,98136,47.5142,-122.389,new_house,house,good
0,1970-01-01 00:00:00.000000003,8,2770,0,2004-01-01,0,98053,47.6624,-122.01,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1080,580,1909-01-01,0,98116,47.5843,-122.385,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1170,0,1941-01-01,0,98115,47.6873,-122.291,new_house,apartament,regular
0,1970-01-01 00:00:00.000000005,7,1350,1120,1940-01-01,0,98108,47.5631,-122.317,new_house,house,good
0,1970-01-01 00:00:00.000000002,7,1110,200,1929-01-01,0,98117,47.679,-122.368,new_house,apartament,bad
1,1970-01-01 00:00:00.000000004,7,1670,0,1959-01-01,0,98033,47.6602,-122.188,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1240,420,1942-01-01,0,98177,47.7045,-122.379,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,2760,740,2005-01-01,0,98065,47.5444,-121.881,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1440,0,2005-01-01,0,98038,47.3606,-122.039,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1390,970,1978-01-01,0,98034,47.7301,-122.223,new_house,house,regular
0,1970-01-01 00:00:00.000000003,10,3460,0,1986-01-01,0,98077,47.7262,-122.06,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1750,0,1961-01-01,0,98032,47.3608,-122.29,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1470,0,1946-01-01,0,98107,47.6692,-122.399,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1060,650,1967-01-01,0,98045,47.4678,-121.745,new_house,house,regular
0,1970-01-01 00:00:00.000000005,3,520,0,1920-01-01,0,98022,47.2082,-121.995,new_house,studio,good
0,1970-01-01 00:00:00.000000003,8,2350,0,2003-01-01,0,98042,47.3494,-122.153,new_house,house,regular
0,1970-01-01 00:00:00.000000004,9,2240,140,1948-01-01,0,98117,47.6822,-122.4,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,1920,0,1982-01-01,0,98032,47.3631,-122.276,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,1580,0,1947-01-01,0,98027,47.5286,-122.032,new_house,house,good
1,1970-01-01 00:00:00.000000003,7,2360,710,1950-01-01,1986,98166,47.4486,-122.353,new_house,house,regular
2,1970-01-01 00:00:00.000000003,10,2660,0,1992-01-01,0,98004,47.6501,-122.217,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,850,850,1915-01-01,0,98117,47.6787,-122.363,new_house,apartament,regular
0,1970-01-01 00:00:00.000000005,9,3710,1300,1978-01-01,0,98027,47.5489,-122.092,new_house,house,good
0,1970-01-01 00:00:00.000000003,7,2680,0,1999-01-01,0,98011,47.7539,-122.219,new_house,house,regular
2,1970-01-01 00:00:00.000000005,8,1840,880,1928-01-01,0,98117,47.6797,-122.359,new_house,house,good
0,1970-01-01 00:00:00.000000004,6,940,0,1926-01-01,0,98070,47.4408,-122.461,new_house,apartament,regular
0,1970-01-01 00:00:00.000000005,8,1798,1798,1964-01-01,0,98166,47.4388,-122.339,new_house,house,good
0,1970-01-01 00:00:00.000000003,8,1000,240,2008-01-01,0,98144,47.5877,-122.316,new_house,apartament,regular
2,1970-01-01 00:00:00.000000004,9,2600,2060,1979-01-01,0,98056,47.5135,-122.2,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,910,800,1975-01-01,0,98031,47.3967,-122.174,new_house,house,good
0,1970-01-01 00:00:00.000000003,6,930,0,1986-01-01,0,98168,47.4866,-122.303,new_house,apartament,regular
0,1970-01-01 00:00:00.000000003,7,1070,360,1984-01-01,0,98023,47.3239,-122.35,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1650,0,1988-01-01,0,98166,47.4563,-122.348,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1110,450,1968-01-01,0,98034,47.7256,-122.166,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1250,620,1994-01-01,0,98045,47.4639,-121.744,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1320,0,1987-01-01,0,98038,47.3635,-122.045,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1400,0,1945-01-01,0,98117,47.6826,-122.378,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1300,640,1958-01-01,0,98168,47.473,-122.328,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,1200,800,1931-01-01,0,98122,47.6028,-122.298,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,1640,0,1942-01-01,0,98168,47.5027,-122.33,new_house,house,regular
0,1970-01-01 00:00:00.000000003,6,1020,0,1919-01-01,0,98033,47.6795,-122.202,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1080,550,1977-01-01,0,98032,47.3729,-122.295,new_house,house,regular
0,1970-01-01 00:00:00.000000003,9,2940,0,1995-01-01,0,98042,47.3401,-122.067,new_house,house,regular
4,1970-01-01 00:00:00.000000005,8,2120,0,1939-01-01,1963,98006,47.5488,-122.197,new_house,house,good
0,1970-01-01 00:00:00.000000003,7,790,0,1918-01-01,0,98122,47.6178,-122.299,new_house,studio,regular
0,1970-01-01 00:00:00.000000004,6,1010,1010,1948-01-01,0,98133,47.7013,-122.35,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,1530,0,1959-01-01,0,98155,47.7629,-122.315,new_house,house,regular
0,1970-01-01 00:00:00.000000004,9,2940,310,1930-01-01,1989,98004,47.639,-122.219,new_house,house,regular
0,1970-01-01 00:00:00.000000005,9,2130,800,1925-01-01,0,98119,47.643,-122.359,new_house,house,good
0,1970-01-01 00:00:00.000000003,10,3150,0,2007-01-01,0,98112,47.6387,-122.284,new_house,house,regular
0,1970-01-01 00:00:00.000000003,9,2180,0,1985-01-01,0,98072,47.733,-122.09,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,840,200,1939-01-01,0,98126,47.5285,-122.378,new_house,apartament,good
0,1970-01-01 00:00:00.000000004,5,880,0,1924-01-01,0,98055,47.4858,-122.202,new_house,house,regular
0,1970-01-01 00:00:00.000000003,8,1400,0,1957-01-01,0,98125,47.7127,-122.325,new_house,house,regular
0,1970-01-01 00:00:00.000000003,7,2600,0,1962-01-01,2002,98115,47.6944,-122.274,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1190,400,1908-01-01,0,98105,47.6668,-122.299,new_house,house,regular
0,1970-01-01 00:00:00.000000004,8,1280,330,1968-01-01,0,98023,47.3146,-122.384,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,1390,0,1908-01-01,0,98108,47.5552,-122.311,new_house,house,good
0,1970-01-01 00:00:00.000000003,10,3710,0,1998-01-01,0,98014,47.693,-121.868,new_house,house,regular
0,1970-01-01 00:00:00.000000004,9,2360,0,1974-01-01,0,98006,47.5728,-122.163,new_house,house,regular
0,1970-01-01 00:00:00.000000004,7,1440,0,1952-01-01,0,98004,47.6245,-122.193,new_house,house,regular
2,1970-01-01 00:00:00.000000003,6,1100,300,1915-01-01,0,98126,47.5659,-122.38,new_house,house,regular
0,1970-01-01 00:00:00.000000003,10,4600,0,1990-01-01,0,98053,47.6417,-121.992,new_house,house,regular
1,1970-01-01 00:00:00.000000004,8,2100,0,1979-01-01,0,98008,47.6068,-122.112,new_house,house,regular
0,1970-01-01 00:00:00.000000003,9,2010,0,1982-01-01,0,98074,47.6446,-122.068,new_house,house,regular
0,1970-01-01 00:00:00.000000005,7,1860,690,1902-01-01,0,98115,47.6739,-122.323,new_house,apartament,good
